fid;osm_id;osm_type;name;healthcare;amenity;speciality;emergency;operator;operator_type;phone;website;addr_street;addr_housenumber;addr_suburb;addr_city;addr_postcode;wheelchair;longitude;latitude
5288;239086206;way;Centro Odontológico Reabilitare;doctor;doctors;;;;;;;;;;;;;-51.4029202;-22.1323573
384;2589274729;node;Drogaria Total;pharmacy;pharmacy;;;;;;;;;;;;;-51.4066079;-22.1320584
4813;13532095985;node;Unisorrir;dentist;dentist;"dentist;dental_oral_maxillo_facial_surgery;orthodontics;paediatrics";;Mayara Boin;;;;Av. 11 de Maio;1231;Parque do povo;Presidente Prudente;19050-050;;-51.3988904;-22.1315459
5102;176514609;way;Clínica Santa Terezinha;doctor;doctors;;;;;;;;;;;;;-51.4080436;-22.1307022
2212;6600183904;node;Drogasil;pharmacy;pharmacy;;;;;;;;;;;;yes;-51.3988724;-22.1296045
5234;227521735;way;;dentist;dentist;;;;;;;;656;;;;;-51.408991;-22.1294963
5194;211468475;way;Drogaria Morumbi;pharmacy;pharmacy;;;;;;;;;;;;;-51.4096555;-22.1294377
5153;192613905;way;Cardiovida;clinic;clinic;cardiology;;;;;;Avenida Onze de Maio;1701;;;19050-050;;-51.4022449;-22.1289549
5100;174643273;way;Procto Laser Day Clinic;clinic;clinic;;;;;;;;20;;;;;-51.4115895;-22.128739
5530;311117601;way;Hospital de Esperança;hospital;hospital;;;;;+55 18 2104 8000;https://hospitaldeesperanca.org.br/;Avenida Coronel José Soares Marcondes;2380;Vila Euclides;Presidente Prudente;19013-050;;-51.3932985;-22.1304337
7661;702806682;way;Drogasil;pharmacy;pharmacy;;;;;;;Avenida da Saudade;444;;Presidente Prudente;;yes;-51.3988746;-22.1295612
8590;944336082;way;Santa Casa de Misericórdia de Presidente Prudente;hospital;hospital;;;;;;;;;;;;;-51.3928588;-22.1297024
10798;1416348049;way;Hospital Estadual Dr. Odilo Antunes de Siqueira;hospital;hospital;;;;;;;;;;;;;-51.3994299;-22.1420238
11264;3049052;relation;Hospital Regional de Presidente Prudente;hospital;hospital;;;;;;;Rua José Bongiovani;;;;;;-51.4081705;-22.1333512
11265;3126491;relation;Instituto de Radiologia Presidente Prudente;clinic;clinic;;;;;;;;;;;;;-51.3991152;-22.1340242
219;1975254222;node;Panvel;pharmacy;pharmacy;;;;;;;;;;;;;-46.6692936;-23.5363891
1473;5046737334;node;Droga Raia;pharmacy;pharmacy;;;;;;;Rua Oscar Freire;733;;São Paulo;01426-003;;-46.6680121;-23.5641142
709;3621336530;node;Drogasil;pharmacy;pharmacy;;;;;+55 11 3255-2345;http://www.onofre.com.br/;Avenida Paulista;2408;;São Paulo;01310-300;yes;-46.6619012;-23.5563052
1032;4284000590;node;Cimerman Medicina Diagnóstica;clinic;clinic;;;;;+55 11 3087-0440;http://www.cimerman.com.br;Rua José Maria Lisboa;1163;;;01423-001;;-46.6617614;-23.5645376
1351;4894055700;node;Delboni;clinic;clinic;;;;;;;Rua Augusta;1828;;São Paulo;01412-000;;-46.6609649;-23.5586951
516;3046163092;node;Droga Raia;pharmacy;pharmacy;;;;;+55 11 3256-2609;http://www.drogaraia.com.br;Rua Haddock Lobo;378;Consolação;São Paulo;01414-000;;-46.6604206;-23.5566214
1358;4913151131;node;Drug And Drug;pharmacy;pharmacy;;;;;;;Rua Haddock Lobo;333;;São Paulo;01414-001;;-46.6598319;-23.5563638
1387;4992752395;node;Dental Tanaka;dentist;dentist;;;;;;;Rua Haddock Lobo;92;;São Paulo;01414-000;;-46.6583059;-23.5546768
1384;4992752383;node;IOOSP Oftalmologista;clinic;clinic;;;;;;;Rua Haddock Lobo;83;;São Paulo;01414-001;;-46.658089;-23.5546792
1385;4992752389;node;Lilac Blanc;dentist;dentist;;;;;;;Rua Haddock Lobo;47;;São Paulo;01414-001;;-46.6578564;-23.5544647
1386;4992752393;node;;dentist;dentist;;;;;;;Rua Haddock Lobo;21;;São Paulo;01414-001;;-46.6576931;-23.5543133
960;4139871552;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida Paulista;1766;;São Paulo;01310-200;;-46.6573078;-23.56037
708;3621336515;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;"+55 11 3288-8061;+55 11 3289-4182";http://www.drogariasaopaulo.com.br/;Avenida Paulista;1227;;São Paulo;01311-200;;-46.6537481;-23.5640496
1025;4274204113;node;Mater Prime;clinic;clinic;fertility;;;;+55 11 4872-3555;https://www.materprime.com.br/;Rua Itapeva;518;;São Paulo;01332-904;;-46.6536101;-23.5604909
3193;10679471545;node;Drogaria Omega;pharmacy;pharmacy;;;;;+55 11 3691 5266;;Rua João Carlos Munhoz Vaqueiro;1480;;;;;-46.801447;-23.5720408
3891;12146027890;node;Clínica Phitris de Ortopedia e Fraturas;clinic;clinic;general;;;;;;Avenida Doutor Guilherme Dumont Vilares;430;Jardim Londrina;São Paulo;05640-001;;-46.745242;-23.6075315
4272;12650027776;node;Clínica Krystal;dentist;dentist;;;;;+55 11 94819-4601;;;;;;;;-46.7331607;-23.6009384
4135;12408018893;node;Ultrafarma;pharmacy;pharmacy;;;;;;;;;;;;;-46.7274674;-23.5739608
886;3995520700;node;Bifarma;pharmacy;pharmacy;;;;;+55 11 3726 3425;;Avenida Corifeu de Azevedo Marques;1227;;São Paulo;05581-000;;-46.7263959;-23.5740994
3550;11396929470;node;Drogaria e Perfumaria Sulavi;pharmacy;pharmacy;;;;;;;;;;;;;-46.7262624;-23.6136026
3540;11365361845;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-46.7211493;-23.594102
4258;12629471524;node;Infinity Centro Odontológico;dentist;dentist;;;;;;;;;;;;;-46.7198663;-23.584817
4234;12558638292;node;;dentist;dentist;orthodontics;;;;;;;;;;;;-46.7180097;-23.5856995
4159;12431229432;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;http://www.drogariasaopaulo.com.br;;;;;;;-46.7167707;-23.5836989
3539;11362005853;node;Droga Raia;pharmacy;pharmacy;;;;;;;;;;;;;-46.7160668;-23.5898411
1857;5816707298;node;Pague Menos;pharmacy;pharmacy;;;;;;https://www.paguemenos.com.br;Avenida Vital Brasil;602;;São Paulo;05503-000;;-46.7099349;-23.5706191
3346;10886362739;node;Dr consulta;doctor;doctors;;;;;;;;;;;;;-46.7086673;-23.5710038
3514;11269075961;node;IEA;dentist;dentist;;;;;;;;;;;;;-46.7085552;-23.5711135
3515;11269089534;node;Odontocompany;dentist;dentist;;;;;;;;;;;;;-46.708538;-23.5711187
3354;10902081307;node;Drogaria Central do Butantã;pharmacy;pharmacy;;;;;;;;;;;;;-46.7081927;-23.5712263
3342;10878138322;node;Dra Andréa de santi Rodrigues;dentist;dentist;;;;;;;;;;;;;-46.7073412;-23.5714859
1070;4329305190;node;Center Fórmula;pharmacy;pharmacy;;;;;"+55 11 3814-6584;+55 11 3816-2183";;Avenida Vital Brasil;294;;São Paulo;05503-000;;-46.7070884;-23.5715436
4273;12650027797;node;UBS Jardim Colombo;clinic;clinic;;;;;;;;;;;;;-46.7282187;-23.6017246
4274;12650683942;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-46.7076;-23.5946344
4318;12780066146;node;ManiFarma Farmácia de Manipulação;;pharmacy;;;;;;;;;;;;;-46.7126404;-23.5819256
4319;12788008744;node;Cefeo Fisioterapia e Pilates;physiotherapist;;;;;;;;;;;;;;-46.7146397;-23.5828349
4320;12791595097;node;DLB Assessoria Esportiva;physiotherapist;;;;;;;;;;;;;;-46.7116377;-23.5807751
4433;12873211687;node;Drogaria João Batista;pharmacy;pharmacy;;;;;;;Avenida Vereador José Fernandes Filho;2B;Vila Helena;;06342-180;;-46.8249692;-23.5814291
4434;12873261809;node;Unidade Básica de Saúde Vila Helena;clinic;clinic;"general;paediatrics;ginecologia";;Secretaria de Saúde;government;+55 11 4146 4609;;Avenida Vereador José Fernandes Filho;78B;Vila Helena;;06342-180;;-46.8236225;-23.5818761
6894;595650045;way;Unidade Básica de Saúde Jardim Boa Vista;clinic;clinic;"general;paediatrics;gynaecology";;;;+55 11 3782 8380;;Rua Cândido Fontoura;620;Jardim Boa Vista;São Paulo;05583-070;;-46.7912497;-23.5840413
6907;599509089;way;Policlínica Carapicuíba;hospital;hospital;"psychiatry;orthopaedics;surgery;ophthalmology;gynaecology";;;;;;;;;;;;-46.8240473;-23.5712319
6967;612100207;way;Unidade Básica de Saúde Irmã Águeda Maria Jaime;clinic;clinic;"general;gynaecology;paediatrics;vaccination";;;;+55 11 3591 4411;;Rua Alagoana;100;Conceição;Osasco;06140-200;;-46.8008255;-23.5781435
7356;675071445;way;Clínica Alves;dentist;dentist;dentistry;;;;+55 11 36051200;;Avenida Ayrton Senna;160;Jardim Santa Maria;Osasco;06149-201;;-46.8103782;-23.5833583
7357;675406741;way;Drogaria Bem Estar;pharmacy;pharmacy;;;;;;;Avenida Ayrton Senna;;Jardim Santa Maria;Osasco;;;-46.810968;-23.5832599
10468;1348051378;way;Hospital Municipal e Maternidade Professor  Mario Degni;hospital;hospital;"maternity;general";yes;;government;+55 11 3394 9330;https://www.hospitalsarah.com/;Rua Lucas de Leyde;257;;;;;-46.7647111;-23.5779418
10481;1349207454;way;Hospital Sancta Maggiore - Unidade Rússia;hospital;hospital;;;Prevent Senior;;;;;;;;;;-46.7109289;-23.5804354
10618;1380027410;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-46.7110057;-23.5796243
10621;1381173362;way;Famarcia Popular;pharmacy;pharmacy;;;;;;;Avenida José Joaquim Seabra;;;São Paulo;05364-000;;-46.7495055;-23.5779359
11136;1478577022;way;UBS;clinic;clinic;;;;;;;;;;;;;-46.7991179;-23.5848352
7341;672938979;way;Pronto Socorro André Sacco;hospital;hospital;general;yes;;;+55 11 3683 -9369;;Rua General Pedro Pinho;1270;Vila Pestana;;06122-160;;-46.8010405;-23.5419131
7190;649294559;way;Policlínica Zona Sul;clinic;clinic;;;;;;;;;;;;;-46.7836937;-23.5386842
7185;647807625;way;Drogaria Brandão;pharmacy;pharmacy;;;;;;;Avenida Santo Antônio;1666;Vila Osasco;Osasco;06086-060;;-46.7783639;-23.541798
5897;421540494;way;Drogasil;pharmacy;pharmacy;;;;;;;Rua Baronesa de Itu;495;Santa Cecília;São Paulo;01231-001;yes;-46.6578933;-23.5394235
5724;381354439;way;Droga Raia;pharmacy;pharmacy;;;;;;;Avenida Angélica;1062;;São Paulo;01228-100;;-46.6563235;-23.5420728
5900;421574449;way;Edifício Rosemary;polyclinic;;;;;;;;Avenida Angélica;735;;São Paulo;01227-000;;-46.6548096;-23.5393784
4286;12695085975;node;Ultra popular;pharmacy;pharmacy;;;;;;;;;;;;;-46.6519062;-23.5386103
5890;420089335;way;Pronto Socorro Infantil;hospital;;;;;;;;;;;;;;-46.651297;-23.5435133
5884;420089247;way;;hospital;;;;;;;;;;;;;;-46.651272;-23.5432023
5859;420088981;way;;hospital;;;;;;;;;;;;;;-46.6512633;-23.5432905
5876;420089133;way;;hospital;;;;;;;;;;;;;;-46.6512577;-23.543028
5889;420089320;way;;hospital;;;;;;;;;;;;;;-46.6512083;-23.5428486
5866;420089059;way;;hospital;;;;;;;;;;;;;;-46.6511807;-23.5434826
5873;420089115;way;;hospital;;;;;;;;;;;;;;-46.6510846;-23.5427567
5868;420089072;way;Pavilhão Condessa Penteado (Pediatria);hospital;;;;;;;;;;;;;;-46.6510593;-23.543559
5887;420089302;way;;hospital;;;;;;;;;;;;;;-46.6510594;-23.5424989
5872;420089104;way;;hospital;;;;;;;;;;;;;;-46.651003;-23.5428185
5888;420089312;way;;hospital;;;;;;;;;;;;;;-46.6509953;-23.5422004
8984;1053701451;way;Pharmarte;pharmacy;pharmacy;;;;;;;Rua Cerro Corá;1002;Vila Ipojuca;São Paulo;;;-46.7063006;-23.5387959
8985;1053701453;way;;dentist;dentist;;;;;+55 11 3021-5529;;Rua Cerro Corá;972;Vila Ipojuca;São Paulo;;;-46.706081;-23.5389054
9030;1062092649;way;UBS Jardim Vera Cruz;clinic;clinic;;;;;;;Rua Saramenha;60;Perdizes;São Paulo;01259-030;;-46.6891782;-23.5384169
9031;1062148366;way;Droga Raia;pharmacy;pharmacy;;;;;;;Avenida Professor Alfonso Bovero;531;Perdizes;São Paulo;01254-000;;-46.6825305;-23.541055
9032;1062148372;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida Professor Alfonso Bovero;568;Perdizes;São Paulo;01254-000;;-46.6823316;-23.540656
9051;1065867129;way;Fleury Medicina e Saúde;laboratory;;;;;;;;Avenida Sumaré;1276;Perdizes;São Paulo;;;-46.6760263;-23.5400819
9833;1212050538;way;Drogaria Lins;pharmacy;pharmacy;;;;;;;Rua Doutor Albuquerque Lins;1026;Santa Cecília;São Paulo;01230-000;;-46.6580609;-23.5389101
9866;1215492641;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida Angélica;1003;Santa Cecília;São Paulo;01227-100;;-46.6556262;-23.5416667
9867;1215492643;way;Norte Labs;laboratory;;;;;;;;Avenida Angélica;1045;;São Paulo;01227-100;;-46.6557703;-23.541981
9996;1229728468;way;Drogasil;pharmacy;pharmacy;;;;;;;Avenida Pacaembu;1782;;São Paulo;01234-000;yes;-46.6651166;-23.5416251
10044;1245692237;way;Drogasil;pharmacy;pharmacy;;;;;"+55 11 3875-6940;+55 11 3801-3582";http://www.drogasil.com.br/;Rua Cardoso de Almeida;1021 L1;;São Paulo;"05016-110;05013-001";yes;-46.669218;-23.5396205
10145;1284122798;way;Laboratório Central - Santa Casa de São Paulo;laboratory;;;;;;;;Rua Doutor Cesário Mota Júnior;112;Vila Buarque;São Paulo;01222-020;;-46.6505379;-23.5435787
10888;1435962581;way;H.Hemo;blood_donation;;;;;;;;Avenida Pacaembu;1575;;São Paulo;01234-001;;-46.663782;-23.5399145
10889;1435962583;way;Instituto Nova Saúde;clinic;clinic;;;;;;;Avenida Pacaembu;1525;;São Paulo;01234-001;;-46.6637577;-23.5395009
10912;1445093629;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Rua Cerro Corá;472;;São Paulo;;;-46.701753;-23.540535
11295;6245330;relation;Complexo Hospitalar da Santa Casa;hospital;;;;;;;;;;;;;;-46.6501672;-23.5427185
475;2948540618;node;UBS Dom Luciano Bergamin;clinic;clinic;;;;;;;;;;;;;-46.7457214;-23.9341863
5203;218159198;way;Pronto Socorro;hospital;hospital;;yes;;;;;;;Cipó Guaçu;Embu-Guaçu;;;-46.7944086;-23.8808678
1244;4651094791;node;Unidade Básica de Saúde Vargem Grande;;clinic;;;;;;;;;;;;;-46.7046803;-23.8564227
6463;541439610;way;Maternidade Maria do Espírito Santo Martins;hospital;hospital;maternity;;;;;;Rua Celestino Appa;50;Jardim Emília;Embu Guaçú;;;-46.8115773;-23.8386559
6462;540792006;way;Pronto Socorro e Maternidade Doutor Frederico de Figueiredo Monte;hospital;hospital;"general;emergency;maternity";yes;;;;;Rua Celestino Appa;50;Jardim Emília;Embu Guaçú;06900-710;;-46.8113261;-23.8381527
1245;4651094792;node;Unidade Básica de Saúde Jardim Santa Fé;clinic;clinic;;;Prefeitura Municipal de São Paulo;;+55 11 5922-3053;;Rua Conde de Lancastre;214;Jardim Santa Fé;;04890-290;;-46.711222;-23.8319474
1858;5846947365;node;Unidade Básica de Saúde Parelheiros;clinic;clinic;"gynaecology;paediatrics;clinic;emergency;maternity";;;;+55 11 5920 8860;;Rua Mário Trape;;Parelheiros;São Paulo;04890-430;;-46.7270596;-23.8301272
2932;9677759369;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Rua Coronel Luiz Tenório de Brito;;Centro;;06900-000;;-46.8123743;-23.8299167
2933;9677759376;node;Droga Délia;pharmacy;pharmacy;;;;;+55 11 4662 5595;;Rua Coronel Luiz Tenório de Brito;;Centro;;06900-000;;-46.8126177;-23.8295526
6973;615031048;way;UBS - Jardim São Norberto;clinic;clinic;;;Sistema Único de Saúde;government;;;;;;;;;-46.7053044;-23.8175721
7147;636607756;way;UPA Parelheiros;hospital;hospital;general;yes;UPA;;+55 11 5926-6500;http://parelheiros.prefeitura.sp.gov.br;Avenida Sadamu Inoue;5252;Jardim dos Álamos;São Paulo;04883-025;yes;-46.7355489;-23.8158839
2757;8942425640;node;Tem Farma;pharmacy;pharmacy;;;;;+55 11 4669 1248;;Rua Maria Sayeg;;Jardim das Oliveiras;;;;-46.8088495;-23.7576315
2758;8942628557;node;Tem Farmácia;pharmacy;pharmacy;;;;;;;Rua Solimões;;Cidade Santa Júlia;;;;-46.807336;-23.7564183
8975;1053165053;way;Unidade Básica da Saúde Emburá;clinic;clinic;"general;paediatrics;vaccination;gynaecology";;;;;;Rua Benedito Schunck;08;Embura;;04893-050;;-46.7423668;-23.8807939
4126;12383551912;node;Drogaria Poupaqui;pharmacy;pharmacy;;;;;+55 11 3694 5810;;Avenida Prestes Maia;855;;;;;-46.7784509;-23.5703641
3184;10671342013;node;Drogasil;pharmacy;pharmacy;;;;;+55 11 4624 0348;;Rua Dolores Lipiano Moioli;;Jardim Veloso;;06144-150;yes;-46.7985717;-23.5643136
3183;10671337203;node;Drogabel;pharmacy;pharmacy;;;;;+55 11 3609 2399;;Avenida Sarah Veloso;;;;;;-46.7989271;-23.56423
3182;10669764357;node;´Bifarma;pharmacy;pharmacy;;;;;;;Avenida João de Andrade;;;;;;-46.7988949;-23.5604908
3187;10673445699;node;Unifar Drogaria e Perfumaria;pharmacy;pharmacy;;;;;+55 11 3692 6944;;Avenida Benedito Alves Turíbio;;Jardim Veloso;;;;-46.8048508;-23.559368
3186;10673407654;node;Hamilton Pharmácia;pharmacy;pharmacy;;;;;+55 11 97793 4319;;Avenida Benedito Alves Turíbio;411;Jardim Veloso;;;;-46.8084472;-23.5582763
5547;313850657;way;Pronto Socorro Doutor Conrado Cesarino Nuvolini;hospital;hospital;"general;paediatrics;ortopedia";yes;;government;+55 11 3609 0283;;Avenida João de Andrade;958;Jardim Santo Antônio;Osasco;06132-002;;-46.8020119;-23.5547176
2952;9711617190;node;Farma Frank I;pharmacy;pharmacy;;;;;;;Avenida João de Andrade;;;;;;-46.8014788;-23.5547042
3190;10678617997;node;Drogaria Rani;pharmacy;pharmacy;;;;;;;Avenida Antônio Carlos Costa;;;;;;-46.7861785;-23.5545895
3189;10678617994;node;Odonto Belle;dentist;dentist;;;;;;;Avenida Antônio Carlos Costa;1342;;;;;-46.786454;-23.5544683
3185;10671604263;node;Drogaria Ponto Final;pharmacy;pharmacy;;;;;;;Avenida Benedito Alves Turíbio;1424;;;;;-46.8141079;-23.5514918
3202;10688350843;node;Farmácia Freitas;pharmacy;pharmacy;;;;;+55 11 3605 6496;;Avenida José Barbosa de Siqueira;668;;;;;-46.8063755;-23.5510359
4123;12368624357;node;Campeão Farma;pharmacy;pharmacy;;;;;+55 11 4624 7273;;Avenida Antônio Carlos Costa;;Jardim Bela Vista;;;;-46.7852544;-23.5505108
3179;10651950008;node;Droga Paes;pharmacy;pharmacy;;;;;+55 11 3655 5983;;Rua General Nelson Braga Moreira;;;;;;-46.7920966;-23.5482484
3188;10678398694;node;DrogaMed;pharmacy;pharmacy;;;;;+55 11 3685 1836;;Avenida Analice Sakatauskas;76;;;;;-46.7758592;-23.5475241
3212;10691164912;node;DrogaBig;pharmacy;pharmacy;;;;;+55 11 3607 3613;;Rua Elza Fagundes de Moraes;;;;;;-46.807748;-23.5449218
4626;13287941281;node;Droga Borges;pharmacy;pharmacy;;;;;+55 11 3684 0188;;Rua Professor João Antônio Prado;111;;;;;-46.7946837;-23.5412355
1559;5192389674;node;Drogaria Rio Branco;pharmacy;pharmacy;;;;;+55 11 3683 3464;;Rua Professor João Antônio Prado;;;;;;-46.7947411;-23.5406736
4255;12615942884;node;Angiohealth Cirurgia Vascular;clinic;clinic;;;;;+55 11 3682 3200;;Avenida dos Autonomistas;2435;Centro;Osasco;06090-020;;-46.7768116;-23.5382378
9002;1057634834;way;Drogasil;pharmacy;pharmacy;;;;;+55 11 3682 5692;https://www.drogasil.com.br/;Avenida Cásper Líbero;120;Bela Vista;;06053-000;yes;-46.7819545;-23.5445069
9461;1145194770;way;Farma Conde;pharmacy;pharmacy;;;;;;;Avenida Valter Boveri;;;;;;-46.7974879;-23.5632749
9462;1146509947;way;Unidade Básica de Saúde Maria Pia de Oliveira;clinic;clinic;"general;gynaecology;paediatrics";;;;+55 11 3591 6180;;Rua Saturno;48;Jardim Maurinópolis;;06132-280;;-46.798649;-23.5613799
9465;1147047474;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida Antônio Carlos Costa;;;;;;-46.7861306;-23.5547839
9479;1149197451;way;Good Farma;pharmacy;pharmacy;;;;;;;;;;;;;-46.8075774;-23.5437922
10936;1450150487;way;Unidade Básica de Saúde Carolina Maria de Jesus;clinic;clinic;general;;;;+55 11 3591 2290;;Rua José de Almeida Vargas;122;Jaguaribe;;06065-280;;-46.7894666;-23.5569592
10957;1450716723;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida José Lourenço;469;;Osasco;;;-46.7821497;-23.5573892
11373;19960669;relation;Pronto Socorro  José Ibrahin;hospital;hospital;general;yes;Secretaria de Saúde;government;+55 11 3691 7232;;Rua Maria Grandin dos Santos;S/N;Jardim D´Abril;Osasco;06030-410;;-46.7771198;-23.567721
8687;966611970;way;Pronto Socorro Doutor Álvaro Fernandes;hospital;hospital;general;yes;;;+55 11 4669 1945;;Rua Santos Dumont;810;Parque São Lourenço;;06864-340;;-46.799594;-23.7445807
2122;6448396274;node;UBS Integral Jardim Vera Cruz;clinic;clinic;;;;;;;Avenida dos Funcionários Públicos;379;Jardim Vera Cruz;São Paulo;04962-000;;-46.7834207;-23.7332736
2120;6448313815;node;AMA UBS Integrada Jardim Capela;clinic;clinic;;;;;;;Rua Barão de Paiva Manso;200;Jardim Capela;São Paulo;04960-110;;-46.7887565;-23.7304405
1164;4514029689;node;Farmácia;;pharmacy;;;;;;;;;;;;;-46.789542;-23.700891
2119;6448313814;node;Unidade Básica de Saúde Chácara Santa Maria;clinic;clinic;"general;gynaecology;paediatrics";;;;;;Rua Ciclades;250;Chácara Santa Maria;São Paulo;05876-040;;-46.7910858;-23.7004847
6471;542768471;way;Unidade Básica de Saúde e Assistência Médica Ambulatorial Parque Novo Santo Amaro;clinic;clinic;"general;gynaecology;maternity;paediatrics";;;;+55 11 5831 1448;;Rua Porta do Prado;18;Parque Novo Santo Amaro;São Paulo;05874-130;;-46.7823044;-23.7001772
1275;4715775496;node;;;pharmacy;;;;;;;;;;;;;-46.7875246;-23.6997053
2121;6448313816;node;UBS Jardim Guarujá;clinic;clinic;;;;;;;Rua João de Almada;25;JD. GUARUJA;São Paulo;05875-300;;-46.7862992;-23.6947612
2123;6448408700;node;Unidade Básica de Saúde Jardim Paranapanema;clinic;clinic;general;;Secretaria Municipal da Saúde;government;+55 11 5898 5800;;Rua Pietro da Milano;100;Vila Santo Amaro;São Paulo;05875-360;;-46.7805846;-23.6934185
956;4135953571;node;UBS Jardim Guarujá;;clinic;;;;;"+55 11 5873-5089;+55 11 5874-4499";;Rua João de Almada;25;Jardim Guarujá;São Paulo;05875-300;yes;-46.7878422;-23.6922994
8696;971252506;way;Unidade Básica de Saúde Francisca Henrique de Souza;clinic;clinic;;;;;+55 11 4775 3401;;Avenida Soldado PM Gilberto Augustinho;;Jardim Hitoshi;;06856-700;;-46.801691;-23.6917267
958;4137534948;node;;;pharmacy;;;;;;;Avenida da Moenda Velha;;;;;;-46.7907431;-23.6858966
4324;12800496743;node;Sto.Eduardo Farma;pharmacy;pharmacy;;;;;;;Estrada de Itapecerica-Campo Limpo;;;;;;-46.803654;-23.6736654
9225;1093912864;way;Unidade Básica de Saúde Jardim Ângela;clinic;clinic;"general;vaccination;paediatrics;gynaecology";;Secretaria de Saúde;government;;;Rua Flamengo;66;Jardim Ângela;;06824-280;;-46.8022038;-23.6803641
10045;1247217583;way;Unidade Saúde da Família Quitéria Maria Ferreira Pereira;clinic;clinic;;;;;;;Estrada Abias da Silva;;;;;;-46.8102004;-23.7429072
4929;13691551817;node;Fármacia Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-46.7834731;-23.6663937
2512;8089580243;node;Rua da Costa Nova do Prado, 447;hospital;hospital;;;;;;;;;;;;no;-46.7814105;-23.6654743
4928;13691460750;node;;pharmacy;pharmacy;;;;;;;;;;;;;-46.7803462;-23.6610101
6075;453776280;way;UBS Jardim Valquiria;;clinic;;;;;;;;;;;;;-46.7752074;-23.6577773
6074;453772945;way;SUS;;clinic;;;;;;;;;;;;;-46.7846046;-23.6547401
5813;409092700;way;Hospital Geral de Pirajussara;hospital;hospital;"ophthalmology;physiatry;psychology;physiotherapy;general";yes;SPDM-Associação Paulista para o Desenvolvimento da Medicina;public;+55 11 3583 9405;http://hgp.spdmafiliadas.org.br/hospital-v2/;Avenida Ibirama;1214;Jardim São Judas;Taboão da Serra;06785-300;;-46.8097664;-23.6406187
1782;5615939459;node;;pharmacy;pharmacy;;;;;;;Estrada Kizaemon Takeuti;1300;Jardim Clementino;Taboão da Serra;;;-46.7891989;-23.6359826
2810;9177101906;node;Centro de Especialidades Odontológicas;;dentist;;;;;;;;;;;;;-46.7828885;-23.6314533
2176;6507020069;node;;pharmacy;pharmacy;;;;;+55 11 4259 2444;;Rodovia Régis Bittencourt;;;;;;-46.7952588;-23.6181612
5798;403388660;way;Unidade de Pronto Atendimento Doutor Akira Tada;hospital;hospital;general;yes;;;;;Estrada São Francisco;2400;;Taboão da Serra;;;-46.7781695;-23.6148337
2178;6509949054;node;Lavoisier Taboão;laboratory;;;;;;;https://www.lavoisier.com.br/;Rodovia Régis Bittencourt;km 271.5;;;;;-46.7762172;-23.6132171
8774;993344241;way;Unidade Básica de Saúde Parque Pinheiros;;clinic;;;Prefeitura de Taboão da Serra;;;;;;;;;;-46.7825753;-23.6313826
8776;993447186;way;Unidade Básica de Saúde Jardim das Margaridas;clinic;clinic;"general;paediatrics;gynaecology;vaccination";;;;+55 11 4685- 8352;;Rua Paulo Augusto de Andrade;400;Jardim das Margaridas;Taboão da Serra;06780-020;;-46.8100345;-23.6269754
8786;995748036;way;Pronto Socorro e Maternidade de Taboão da Serra;;hospital;maternity;yes;;;;;Estrada Tenente José Maria da Cunha;;Jardim Record;Taboão da Serra;;;-46.7932486;-23.6286268
10629;1382649980;way;Ultrafarma;pharmacy;pharmacy;;;;;;;Avenida Rotary;;;;;;-46.814581;-23.6474522
11179;1486839347;way;;;pharmacy;;;;;;;;;;;;;-46.7835202;-23.6662495
140;1673750219;node;;pharmacy;pharmacy;;;;;;;;;;;;;-46.779632;-23.6616861
2124;6448408702;node;UBS Jardim Caicara;clinic;clinic;;;;;;;Rua Serafim Alvarez;46;Jardim Caicara;São Paulo;05871-370;;-46.7754702;-23.6835426
5301;244162013;way;Hospital Municipal Doutor Moysés Deutsch;hospital;hospital;"general;paediatrics;maternity;orthopaedics";yes;Organização Social de Saúde CEJAM;private_non_profit;+55 11 5832 2500;https://www.hmbm.org.br/home/institucional/;Estrada do M'Boi Mirim;5203;Jardim Ângela;São Paulo;04948-970;;-46.7754053;-23.6922626
2125;6448408704;node;UBS Jardim Aracati;clinic;clinic;;;;;;;Rua Francisco Homem Del Rei;87;Jardim Aracati;São Paulo;04949-070;;-46.7700766;-23.7189156
954;4135873806;node;UBS Alto da Rivieira;;clinic;;;;;;;Avenida Professor Mário Mazagão;;Alto da Rivieira;São Paulo;;;-46.7673824;-23.6996155
2126;6448421264;node;UBS Santa Lucia;clinic;clinic;;;;;;;Rua Carmelo Cali;26;Vila Santa Lúcia;São paulo;04940-070;;-46.7661204;-23.689083
